FID,Presubmission_ID,Project_Name,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Proposed_Units,Proposed_Acres,Sign_Code,Sign_Year,locationDescription,TaxMap_Parcel,Zoning,Coordinates,geom
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-439b,1096,T-Mobile Communications Northeast LLC,2011-03-30,2011-05-04,7:00 PM,Howard County Library Glenwood Branch,2350 SR 97,Cooksville,21738,,,C18,11,NW OF FOX VALLEY DR,[TaxMap 15 Parcel 117],RC-DEO,"(39.2912,-76.9766)",POINT (1318931.4733103514 591617.0442441907)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-439a,1093,BUCH PROPERTY,2011-03-29,2011-04-25,6:00,elkridge library,6540 washington blvd,elkridge,21075,19,1.43,R19,11,PORT CAPITAL DR ACROSS FROM HOLLY SPRINGS LN,[TaxMap 43 Parcel 426],CAC-CLI,"(39.176,-76.7837)",POINT (1373601.7433648743 549734.5949070919)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4399,1092,SIMPSON MILL( FORMERLY RIVERDALE),2011-03-23,2011-04-14,6:00PM,HARPERS CHOICE COMMUNITY ASSOCIATION - KAHLER HALL,5440 OLD TUCKER ROW,COLUMBIA,21044,262,25.31,R18,11,E SIDE OF CEDAR LN S OF HARRIET TUBMAN LN,"[TaxMap 35 Parcel 116],[TaxMap 35 Parcel 258],[TaxMap 35 Parcel 44]","POR,R-SA-8","(39.186,-76.8924)",POINT (1342802.4772843495 553374.4141311906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4398,1090,Porter Property,2011-03-08,2011-04-06,6:00 pm,Mount Airy Presbyterian Church,17455 Old Frederick Road,Mount Airy,21771,2,2.7,R17,11,OLD FREDERICK ROAD W OF WEST WATERSVILLE RD_,[TaxMap 1 Parcel 41],RC-DEO,"(39.3559,-77.129)",POINT (1275737.98145717 615152.6678785514)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4397,1091,"St. John Properties, Inc.",2011-03-10,2011-04-05,6:00 pm,Lisbon Fire Station,9601 Woodbine Road,Woodbine,21797,,,C17,11,NORTHSIDE OF OLD FREDERICK RD,"[TaxMap  Parcel ],[TaxMap 7 Parcel 478]",B-2,"(39.3478,-77.0661)",POINT (1293563.8022503518 612228.7829241902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4396,1086,Dana McGregor,2011-02-02,2011-04-02,10:00 am,Howard County Library (Miller Branch),9421 Frederick,Ellicott City,21042,,,C14,11,INTERSECTION OF RT 99 & MAPLE ROCK DR,[TaxMap 17 Parcel 280],,"(39.3027,-76.8307)",POINT (1360299.045488909 595810.8603112213)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4395,1097,Little Lighthouse Childcare,2011-03-08,2011-03-31,6:00 PM,Linden Hall,4765 Dorsey Hall Drive,Ellicott City,21042,,,C16,11,S SIDE OF CLARKSVILLE PK 400' E OF CEDAR LN,,,"(39.2342,-76.8886)",POINT (1343872.116711732 570898.97401179)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4394,1088,3965 College Avenue - (Formerly Weaver's Hill & McPherson Property),2011-02-22,2011-03-23,6:30 p.m.,Ellicott City Senior Center - Plus Site,9401 Frederick Road,Ellicott City,21042,21,11.7027,R16,11,E SIDE COLLEGE AVE AT WEAVER'S CT,"[TaxMap 25 Parcel 309],[TaxMap 25 Parcel 56],[TaxMap 25 Parcel 95]",R-ED,"(39.2632,-76.794)",POINT (1370682.7522547916 581433.0525368415)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4393,1087,Chin Baptist Church,2011-02-08,2011-03-09,6:00 pm,Glenwood Library,2350 Route 97,Cooksville,21723,,,C15,11,SOUTHWEST OF MCKENDREE ROAD AND HOBBS ROAD,"[TaxMap  Parcel ],[TaxMap 14 Parcel 217]",RR-DEO,"(39.3005,-77.0135)",POINT (1308473.259107072 595016.8356257416)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4392,1084,Korean Wellness Center at Pine Orchard,2011-01-31,2011-03-01,6:30 pm,Ellicott City Senior Center,9401  Frederick Road ,Ellicott City,21042,0,1.6,N02,11,"EAST OF PINE ORCHARD LN, .03 MILE N. OF CORPORATE CT",[TaxMap 24 Parcel 10],B-1,"(39.2826,-76.8622)",POINT (1351352.8363043517 588501.2824761923)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4391,1077,Wilde Lake Village Center,2010-12-17,2011-02-24,7:00pm,Slayton House,10400 Cross Fox Lane,Columbia,21044,0,9.3,V02,11,S SIDE TWIN RIVERS RD AT LYNX LN,"[TaxMap 29 Parcel 132],[TaxMap 29 Parcel 272]",NT,"(39.2201,-76.8752)",POINT (1347686.568755649 565777.6587962415)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4390,1085,Ellicott Heights,2011-02-01,2011-02-23,6:00 pm,Roger Carter Recreation Center,3676 Fels Lane,Ellicott City,21043,216,28.3,R15,11,W SIDE ELLICOTT MILLS DR AT MOUNT IDA DR,"[TaxMap 25 Parcel 12],[TaxMap 25 Parcel 291],[TaxMap 25 Parcel 335],[TaxMap 25 Parcel 336]","POR,R-A-15,R-VH","(39.2713,-76.8045)",POINT (1367704.4669413902 584405.3103472199)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438f,1083,LOTS 1 & 2  PROPERTY OF DR. NADU A. TUAKLI REVOCABLE TRUST,2011-01-20,2011-02-17,6:00 pm,Fifth District Volunteer Fire Department,5000 Signal Bell Lane,Clarksville,21029,2,7.5225,R14,11,"NORTH OF TRADELPHIA MILL RD, .45 MILES WEST OF TEN OAKS RD",[TaxMap 34 Parcel 8],RR-DEO,"(39.2148,-76.9693)",POINT (1321010.2563203499 563833.0168911908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438e,1082,Holiday Hills Section 4 Lots 103-106,2011-01-19,2011-02-16,6:00 pm,Church of God of Cleveland,7127 Long View Rd.,Columbia,21044,4,2.0024,R13,11,NW QUADRANT HUNTING LN & NEWBERRY DR,[TaxMap 41 Parcel 252],R-20,"(39.1785,-76.8864)",POINT (1344496.9617583528 550655.5447011031)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438d,1081,"Holiday Hills, a Resubdivision of Lot 35",2011-01-14,2011-02-15,6:00 pm,Central Library Columbia,10375  Little Patuxent Parkway,Columbia,21044,2,1.01,R12,11,S SIDE VISTA RD 1100' E OF NEWBERRY DR,[TaxMap 41 Parcel 220],R-20,"(39.1797,-76.8822)",POINT (1345705.6061606146 551095.5951396897)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438c,1076,Lewal Partnership,2010-12-16,2011-02-15,6:30 pm,Ellicott City Senior Center,9401  Frederick Road,Ellicott City,21042,,,M04,11,S SIDE US RT 40 900' W OF PLUMTREE DR,[TaxMap 24 Parcel 77],B-1,"(39.2773,-76.8399)",POINT (1357691.2114943527 586591.3874241915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438b,1080,Jesse Tubb,2011-01-11,2011-02-02,7:30 p.m.,Savage Public Library,9525 Durness Lane,Laurel,20723,,,M05,11,"EAST OF ROUTE 1, NORTHWEST OF BRENTWOOD MANOR",[TaxMap 43 Parcel 506],R-MH,"(39.1562,-76.7961)",POINT (1370086.7919476926 542541.2799332719)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-438a,1079,Michael and Kimberly Taylor,2010-12-21,2011-01-20,6:00 p.m.,Bethany United Methodist Church,2875 Bethany Lane,Ellicott City,21042,,,C13,11,NORTH CORNER OF OLD MILL ROAD AND ROUTE 99,[TaxMap 17 Parcel 27],R-20,"(39.2986,-76.8556)",POINT (1353240.0368583538 594307.334342191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4389,1078,Valerie W Bornemann,2010-12-16,2011-01-11,7:00 p.m.,Glenwood Library,2350 Route 97,Cooksville,21723,,,C12,11,SE OF TRIADELPHIA ROAD AND SHARP ROAD,[TaxMap 21 Parcel 188],RR-DEO,"(39.2595,-77.0078)",POINT (1310099.1253203526 580083.852779191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4388,1071,rebecca sewell-burget,2010-12-01,2011-01-10,6:30,Glenwood Library meeting room,2350 route 97,cooksville,21723,,,C08,11,OLD FREDERICK RD 4700' W OF RT 32,"[TaxMap  Parcel ],[TaxMap 9 Parcel 351]",RC-DEO,"(39.3251,-76.9634)",POINT (1322677.4969755746 603971.5851308126)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4387,1074,3965 College Avenue - (formerly McPherson Property),2010-12-10,2011-01-10,6:30 pm,Ellicott City Senior Center - Plus Site,9401  Frederick Road,Ellicott City,21042,0,4.9527,R11,11,COLLEGE AVE 300 FT SOUTH OF WEAVER'S CT,"[TaxMap 25 Parcel 309],[TaxMap 25 Parcel 56]",,"(39.2623,-76.7942)",POINT (1370647.785622511 581103.7847388908)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4386,1072,"VHB, Inc.",2010-12-08,2011-01-08,3:30 pm,Howard County Library - Central Branch,10375 Little Patuxent Parkway,Columbia,21044,,,C09,11,NW QUADRANT OF MD RT 108 & CENTRE PARK DR,[TaxMap 30 Parcel 104],,"(39.2267,-76.8175)",POINT (1364022.2804776728 568174.4825372417)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4385,1075,Lois Peters,2010-12-15,2011-01-06,6:30 p.m.,Grace Community Church,8200 Old Columbia Road,Fulton,20759,,,C11,11,"NORTH SIDE OF SCAGGSVILLE ROAD, ADJOININGRSERVOIR HIGHSCHOOL","[TaxMap  Parcel ],[TaxMap 41 Parcel 476]",RR-MXD-3,"(39.15,-76.9125)",POINT (1337094.1136323512 540292.0694061909)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4384,1073,St. Barnabus Episcopal Church,2010-12-08,2011-01-05,6:30 p.m.,St. Barnabus Episcopal Church,13135 Forsythe Road,Sykesville,21784,,,C10,11,FORSYTHE RD AT RIVER RD,[TaxMap 4 Parcel 52],RC-DEO,"(39.3611,-76.9697)",POINT (1320906.3398423307 617044.1112788115)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4383,1069,Columbia Memorial Park,2010-11-17,2010-12-20,6:00 pm,Central Library,10375 Little Patuxent Parkway,"Columbia, Maryland",21044,,9.991,N01,11,CLARKSVILLE PIKE & TROTTER ROAD,[TaxMap 29 Parcel 371],NT,"(39.2202,-76.9275)",POINT (1332868.1249017715 565800.3287995812)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4382,1068,Miller Property,2010-11-17,2010-12-20,6:00pm,Miller Library,9421  Frederick Road,Ellicott City,21042,4,2.4,R10,11,HORSESHOE RD OPPOSITE TIYANA CT,[TaxMap 31 Parcel 299],R-20,"(39.2292,-76.8038)",POINT (1367915.7914593518 569076.6352110598)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4381,1067,Waverly Woods Development Corporation,2010-11-16,2010-12-14,6:00-8:00,Waverly Woods Club House,2180 Warwick Way,Woodstock,21163,,,M03,11,MARRIOTTSVILLE ROAD AND 300' SOUTH OF RT 99 AND NORTH OF I-70,"[TaxMap  Parcel ],[TaxMap 16 Parcel 120],[TaxMap 16 Parcel 221],[TaxMap 16 Parcel 249]",PEC,"(39.3078,-76.8993)",POINT (1340848.1095083505 597681.6519711912)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4380,1065,Rover Meadows,1900-01-01,2010-12-01,7:30,Glenwood Library,2350 Route 97,Cooksville,21723,2,10.48,R08,11,EAST SIDE OF ROVER MILL RD,[TaxMap 15 Parcel 116],RR-DEO,"(39.2995,-76.9952)",POINT (1313681.8334440105 594633.3983748313)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437f,1066,Jagwood Farms,2010-11-05,2010-12-01,6:00,Glenwood Library,2350 route 97,cooksville,21723,1,61.69,R09,11,WOODBINE RD NORTH OF BRITTLE BRANCH WAY,[TaxMap 7 Parcel 215],RC-DEO,"(39.335,-77.0832)",POINT (1288733.574923411 607573.4246444702)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437e,1064,"Abbeyfield Estates, A Resubdivision of Lot 38",2010-11-03,2010-11-30,6:00 pm,Elkridge Library,6540 Washington Blvd,"Elkridge, Maryland",21075,4,2.01,R07,11,N SIDE KERGER RD OPPOSITE JAMES AVE,[TaxMap 31 Parcel 206],,"(39.2218,-76.7856)",POINT (1373058.9925342724 566398.800159812)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437d,1057,Bridgett Simon,2010-09-29,2010-11-23,6:00 pm,Howard County Central Library,10375 Little Patuxent Parkway,Columbia,21044,,,C05,11,HERBERT DR NORTH OF MELLENBROOK RD,"[TaxMap  Parcel ],[TaxMap 30 Parcel 165]",,"(39.2296,-76.8395)",POINT (1357789.017739009 569233.7906272206)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437c,1063,"Howard County Office Campus, Parcel A",2010-10-25,2010-11-23,6:30 pm,"Ellicott City Senior Center, Great Room",9401  Frederick Road,Ellicott City,21042,0,26.4,M02,11,TERMINUS OF ELLICOTT CENTER DR NORTH OF RIDGE RD,"[TaxMap  Parcel ],[TaxMap 24 Parcel 847],[TaxMap 24 Parcel 852],[TaxMap 25 Parcel 852]",POR-MXD-6,"(39.28,-76.8109)",POINT (1365898.0824423507 587544.1530441921)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437b,1062,"Terrapin Adventures, LLC",2010-10-14,2010-11-10,6 pm,Savage Library,9525  Durness Lane,Savage,20723,,,C07,11,FOUNDRY ST 700' N OF GORMAN RD,"[TaxMap  Parcel ],[TaxMap 47 Parcel 841],[TaxMap 47 Parcel 85],[TaxMap 47 Parcel 92]",,"(39.1356,-76.826)",POINT (1361623.2345173694 535062.9825802818)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-437a,1061,KINGS ARMS SECTION 5,2010-10-06,2010-11-03,6:00 PM,SAVAGE LIBRARY,9525 DURNESS LANE,LAUREL,20723,4,1.54,R06,11,WHISKEY BOTTOM RD OPPOSITE LILAC PARK DR,[TaxMap 47 Parcel 816],R-SC,"(39.1221,-76.8391)",POINT (1357922.8052094318 530152.417665273)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4379,1059,Tata Subdivision,2010-10-04,2010-10-25,6:00,Lisbon Fire Station,9601 Woodbine Road,Woodbine,21797,2,6.4538,R05,11,AE MULLINIX RD 1400' W OF DAISEY RD,[TaxMap 13 Parcel 156],RC-DEO,"(39.3094,-77.0666)",POINT (1293432.8488399312 598236.5615781303)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4378,1060,Hea Ock Do,2010-10-01,2010-10-25,6:00 pm,Clarksville Fire Station,5000 Signal Bell Lane,Clarksville,21029,,,C06,11,CLARKSVILLE PIKE ACROSS FROM MIDDLE PATUXENT CT,[TaxMap 29 Parcel 330],RC-DEO,"(39.2272,-76.9204)",POINT (1334879.4912924916 568352.7988050915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4377,1056,Koerber Subdivision,1900-01-01,2010-10-23,10:00am,Miller Library,9451  Frederick Road,Ellicott City,21042,3,1.58,R04,11,W SIDE CHATHAM RD 850' N OF WAYCROSS RD,[TaxMap 24 Parcel 427],R-20,"(39.2678,-76.8338)",POINT (1359412.7073942125 583135.1974090505)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4376,1054,Jack Azat,2010-09-01,2010-10-12,6:00,Glenwwood Library,2350  State Route 97,Cooksville,21723,,,C03,11,NW CORNER OF FREDERICK ROAD AND WATERSVILLE ROAD,[TaxMap 7 Parcel 532],RC-DEO,"(39.3438,-77.0973)",POINT (1284726.044039812 610768.9314402603)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4375,1055,vca lewis animal hospital,2010-09-08,2010-09-28,6:30 pm,bain senior cernter,5470 ruth keeton way,columbia,21044,,,C04,11,"S. SIDE OF RTE 108, APPROX 100' WEST OF ELIOTS OAK ROAD","[TaxMap  Parcel ],[TaxMap 29 Parcel 83],[TaxMap 29 Parcel p83]",R-20,"(39.2349,-76.8826)",POINT (1345593.4595723525 571160.5845411904)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4374,1053,"Autumn River, Phase II and III",2010-08-24,2010-09-22,6:00 pm,Taylor Village Senior Center - Great Hall,8165 Cyprus Cedar Lane,Ellicott City,21043,104,79.2385,R03,11,NE COLLEGE AVENUE,"[TaxMap 25 Parcel 159],[TaxMap 25 Parcel 172],[TaxMap 25 Parcel 279]",,"(39.2558,-76.7875)",POINT (1372539.0473844893 578762.5523262601)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4373,1051,Brian A. Owens,2010-07-26,2010-08-19,6:30 pm,Jeffers Hill Community Center,6030 Tamar Drive,Columbia,21045,,,M01,11,OAKLAND MILLS RD SOUTH OF GUILFORD PL,[TaxMap 42 Parcel 221],R-12,"(39.1701,-76.8308)",POINT (1360252.6349223517 547585.0902111903)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4372,1050,Yale Presbyterian Church,2010-07-15,2010-08-11,6:30 pm,Ellicott City Senior Center,9401 Frederick Road,Ellicott CIty,21042,,,C02,11,MONTGOMERY ROAD,"[TaxMap 31 Parcel 294],[TaxMap 31 Parcel 310]",R-20,"(39.2372,-76.8014)",POINT (1368597.2411863506 571986.4359621909)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4371,1048,Village of Three Keys - Raulin Property,2010-06-24,2010-08-02,7:00 pm,Rehoboth Ministries Church (old Mt. Airy Church),15950  North Avenue,Woodbine,21797,3,11.76,R02,11,BUSHY PARK RD AT CARRS MILL PARK,[TaxMap 8 Parcel 393],,"(39.3213,-77.0412)",POINT (1300644.701160349 602578.5763371922)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4370,1049,"Forest Venture II, LLC",2010-07-07,2010-08-02,6:30 pm,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21042,,,C01,11,SOUTH OF BALTIMORE NATIONAL PIKE,"[TaxMap 24 Parcel 1172],[TaxMap 24 Parcel 453],[TaxMap 24 Parcel 497],[TaxMap 24 Parcel 69],[TaxMap 24 Parcel 72]","B-1,B-2","(39.2784,-76.8577)",POINT (1352624.4790263511 586965.5843031909)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436f,1047,WWDC - Waverly Wood Development Corporation,2010-06-30,2010-07-28,6:00 ,Waverly Woods Club House,2180 Warwick Way,Woodstock,21163,,,C19,10,W SIDE OF MARRIOTTSVILLE RD OPPOSITE WARWICK WAY,"[TaxMap 16 Parcel 120],[TaxMap 16 Parcel 221],[TaxMap 16 Parcel 249]","PEC,PSC","(39.3123,-76.9031)",POINT (1339762.6645283513 599309.7174981907)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436e,1043,Global Children inc. (CONDITIONAL USE),2010-06-18,2010-07-27,6:30 P.M.,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,,,,,MONTGOMERY RD AT BAUGHER FARM RD,[TaxMap 31 Parcel 415],R-20,"(39.2396,-76.8011)",POINT (1368691.3319783509 572856.6528051905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436d,1044,"Global Children, Inc.",2010-06-18,2010-07-27,6:30 pm,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21042,,,C18,10,MONTGOMERY RD AT BAUGHER FARM RD,[TaxMap 31 Parcel 415],R-20,"(39.2396,-76.8011)",POINT (1368691.3319783509 572856.6528051905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436c,1041,Wilde Lake Village Center Redevelopment,2010-06-04,2010-07-22,7:00 PM,Slayton House,10400 Cross Fox Lane,Columbia,21044,0,9.3,V01,11,S SIDE TWIN RIVERS RD AT LYNX LN,"[TaxMap 29 Parcel 132],[TaxMap 29 Parcel 272]",NT,"(39.2201,-76.8752)",POINT (1347686.568755649 565777.6587962415)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436b,1042,Harbin Acres,2010-06-07,2010-07-07,6:00 pm,Glenwood Community Center/Haymeadow Room,2400  Rt 97,Cooksville,21723,3,12.4,R01,11,S SIDE OLD FREDERICK RD E OF ROUNDGATE CT,"[TaxMap 8 Parcel 19],[TaxMap 8 Parcel 350]",RC-DEO,"(39.3368,-77.0376)",POINT (1301651.9260843545 608203.5300051905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-436a,1039,Buck Property,2010-06-02,2010-07-06,6:00pm,Elkridge Library,6540  Washington Blvd,Elkridge,21075,50,18.4,R33,10,MONTGOMERY RD 1000' N MARSHALEE DR,"[TaxMap 37 Parcel 52],[TaxMap 37 Parcel 53],[TaxMap 37 Parcel 54]",R-20,"(39.2135,-76.7616)",POINT (1379875.9497683495 563370.4528191909)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4369,1036,Savino Amaya,2010-05-24,2010-07-01,6:00 p.m.,East Columbia Library,6600 Cradlerock Way,Columbia,21045,,,C17,10,SOUTHEAST OF ROUTE 196,[TaxMap 41 Parcel 311],R-20,"(39.1747,-76.8791)",POINT (1346561.2910623513 549268.0670391917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4368,1038,Brown Property,2010-06-02,2010-06-24,6:00 p.m.,Atholton High School,6520 Freetown Road,Columbia,21044,1,1,,,SW QUADRANT OF HUNTING LN & NEWBERRY DR,[TaxMap 41 Parcel 252],R-20,"(39.1786,-76.8856)",POINT (1344744.6586023532 550672.8508521914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4367,1040,Brown Property,2010-06-02,2010-06-24,6:00pm,Atholton High School,6520 Freetown Road,Columbia,21044,1,1,R34,10,SW QUADRANT OF HUNTING LN & NEWBERRY DR,[TaxMap 41 Parcel 252],R-20,"(39.1786,-76.8856)",POINT (1344744.6586023532 550672.8508521914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4366,1034,Richard Pitre and Roberta Sorenson,2010-05-17,2010-06-14,6:00 p.m.,River Hill Village Center,6030  Daybreak Circle,Clarksville,21029,,,C16,10,"NORTH OF SIMPSON ROAD, SOUTH OF JANNEY COURT",[TaxMap 41 Parcel 143],RR-DEO,"(39.1695,-76.9203)",POINT (1334907.3529363498 547381.0820001923)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4365,1035,Cherry Tree View,2010-05-18,2010-06-09,6:00 p.m ,Emmanual United Methodist Church - Followship Hall,10755 Scaggsville Road,Laurel,20723,11,6.541,R32,10,S SIDE SCAGGSVILLE RD OPPOSITE CREST RD,[TaxMap 46 Parcel 55],R-20,"(39.1424,-76.8905)",POINT (1343343.2159323506 537500.3206791915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4364,1094,Marshalee Woods,2010-04-27,2010-06-03,6:00 PM,Elkridge Library,6530 Washington Blvd.,Elkridge,21075,5,1.5,R30,10,TERMINUS OF GOLDEN FERN COURT,[TaxMap 37 Parcel 696],R-20,"(39.2085,-76.7623)",POINT (1379663.2110544518 561538.0808873717)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4363,1033,Old Mill,2010-04-29,2010-06-02,6:30,Ellicott Senior Center ,9401 Frederick Road,Ellicott City,21042,3,2.96,R31,10,"EAST OF OLD MILL ROAD, SOUTHEAST OF HIDDEN HAVEN",[TaxMap 17 Parcel 233],R-20,"(39.3017,-76.8542)",POINT (1353626.6026423536 595440.834509192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4362,1028,Studdard Property,2010-04-08,2010-05-27,6:30,Dayton Oaks Elementary School,4691 Ten Oaks Road,Dayton,21036,4,18.349,R27,10,EAST OF HOWARD ROAD,"[TaxMap 27 Parcel 31],[TaxMap 28 Parcel 31]",RC-DEO,"(39.2458,-77.0019)",POINT (1311769.520284351 575133.1080651917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4361,1026,Totaro Property,2010-03-15,2010-05-24,6:00 pm,Savage Branch Library,9525 Durness Lane,Laurel,20723,2,0.6329,R25,10,NORTHWEST CORNER OF RT. 1 AND HOWARD STREET,[TaxMap 47 Parcel 119],R-SC,"(39.1367,-76.8152)",POINT (1364691.0562883504 535436.9649051912)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4360,1031,Paragon Property,2010-04-13,2010-05-06,6:00 p.m.,Faith Community Church - Side Entrance Downstairs,1134 Long Corner Road,Mount Airy,21771,2,60.75,R29,10,NW QUADRANT OF LONG CORNER RD & WINDSOR FOREST RD,[TaxMap 6 Parcel 82],RC-DEO,"(39.3329,-77.161)",POINT (1266677.641842354 606811.8376281895)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-435f,1029,10085 Guilford Road,2010-04-12,2010-05-05,6:00 pm,Howard County Library,6600  Cradlerock Way,Columbia,21045,2,0.8,C15,10,NORTHEAST OF GUILFORD ROAD ABOUT 100' SOUTH OF VOLLMERHAUSEN ROAD,[TaxMap 47 Parcel 664],R-12,"(39.1493,-76.8154)",POINT (1364631.5717816986 540038.4195113406)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-435e,1027,Garber Property,2010-04-08,2010-05-03,6:00 pm,Forest Ridge Elementary,9550 Gorman Road,Laurel,20723,2,1.2693,R26,10,N SIDE OF GORMAN RD 1050 FT W OF FOUNDRY ST,[TaxMap 47 Parcel 898],"R-12,R-SC","(39.1338,-76.8286)",POINT (1360873.2940623537 534406.377971191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-435d,1030,RIGGER RE-SUBDIVISION,2010-04-12,2010-04-30,6 PM,BANQUET ROOM AT BARE BONES RESTAURANT,9150  BATLIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2,1.324,R28,10,SOUTH OF FURROW AVE,[TaxMap 17 Parcel 688],R-20,"(39.3023,-76.8343)",POINT (1359279.7021243535 595680.1168671921)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-435c,1025,T-Mobile Communications LLC,2010-03-11,2010-04-07,7:00 ,Glenwood Community Center ,2400  Route 97 ,Cooksville ,21723,,,C14,10,"WEST SIDE OF DAISY ROAD, 2800' EAST OF JENNINGS CHAPEL ROAD",[TaxMap 20 Parcel 61],RC-DEO,"(39.2815,-77.0735)",POINT (1291472.2659703493 588101.9936781917)
